Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pancake, P.",BAL,1,5,1,0,5,2
"Broadway, E.",BAL,1,4,0,0,5,2
"Delacour, A.",BAL,1,5,0,0,5,2
"Masvidal, J.",BAL,1,5,0,0,5,2
"Blocksdale, A.",BAL,0,0,3,0,5,2
"Koch, D.",BAL,0,0,3,0,5,2
"Lee, B.",BAL,0,0,2,1,5,2
"Charles, A.",BAL,0,0,1,0,5,2
"Gibson, C.",BAL,0,0,1,0,5,2
"Sharpei, V.",SJS,1,15,4,1,5,2
"Sharp, B.",SJS,1,10,4,0,5,2
"Walters, S.",SJS,1,2,3,0,5,2
"Brill, J.",SJS,1,15,0,0,5,2
"Hardrool, C.",SJS,1,10,0,0,5,2
"Longshaw, B.",SJS,0,0,5,0,5,2
"Yates, J.",SJS,0,0,5,0,5,2
"Bottles, B.",SJS,0,0,1,0,5,2
