Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Lewith, T.",SJS,11,0,0,0,0,0,0,0,0,0,0,0,3,3
"Brill, J.",SJS,8,0,1,0,0,0,0,0,0,0,0,0,3,3
"Miller, D.",SJS,8,0,3,0,0,0,0,0,0,0,0,0,3,3
"Selich, A.",SJS,8,0,0,0,0,0,0,0,0,0,0,0,3,3
"de Ligt, A.",SJS,7,4,0,0,0,0,0,0,0,0,0,0,3,3
"Hardrool, C.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,3,3
"Bayley, B.",SJS,5,0,0,1,1,0,0,0,0,0,0,0,3,3
"Canton, J.",SJS,5,0,0,1,1,0,0,0,0,0,0,0,3,3
"Chunk, L.",SJS,5,0,1,3,1,0,0,0,0,0,0,0,3,3
"Chambers III, C.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,3,3
"Okonkwo, C.",SJS,3,2,1,0,0,0,0,0,0,0,0,0,3,3
"Jefferson, L.",PHI,11,0,0,0,0,0,0,0,0,0,0,0,3,3
"Washington, L.",PHI,9,1,1,0,0,0,0,0,0,0,0,0,3,3
"Ridley, W.",PHI,8,2,1,1,0,0,0,0,0,0,0,0,3,3
"O'Sullivan, K.",PHI,7,0,0,3,0,0,0,0,0,0,0,0,3,3
"Davidson, D.",PHI,6,1,1,0,0,0,0,0,0,0,0,0,3,3
"Hackett, A.",PHI,6,0,1,0,0,0,0,0,0,0,0,0,3,3
"Marmeladov, V.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,3,3
"Ramrio, M.",PHI,6,1,0,0,0,0,0,0,0,0,0,0,3,3
"Kamaka, E.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,3,3
"Tucker, P.",PHI,5,2,0,1,0,0,0,0,0,0,0,0,3,3
"Oles, T.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,3,3
"Taylor, G.",PHI,2,1,0,0,0,0,0,0,0,0,0,0,3,3
