Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Olsen, C.",SJS,1,15,3,0,1,15
"Jahelpme, H.",SJS,1,10,2,0,1,15
"Rucker, F.",SJS,1,5,1,0,1,15
"Tuck, J.",SJS,1,18,0,0,1,15
"McKoutchie, M.",SJS,0,0,10,0,1,15
"Probincrux III, D.",SJS,0,0,6,0,1,15
"Tacktheritrix, J.",SJS,0,0,2,0,1,15
"Van Buren, M.",PHI,3,25,4,1,1,15
"Hayes, R.",PHI,2,10,4,1,1,15
"Tyler, J.",PHI,1,10,3,0,1,15
"Saul, C.",PHI,1,5,0,0,1,15
"Arthur, C.",PHI,0,0,2,0,1,15
"Boija, F.",PHI,0,0,2,0,1,15
"Fillmore, M.",PHI,0,0,2,0,1,15
"Brannigan, Z.",PHI,0,0,1,0,1,15
"Jones, V.",PHI,0,0,1,0,1,15
