Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Hornbacher, A.",BAL,9,0,0,1,0,0,0,0,0,0,0,0,3,16
"Roenick, A.",BAL,8,0,1,0,0,0,0,0,0,0,0,0,3,16
"Asipi III, A.",BAL,7,0,0,1,1,0,1,0,0,0,0,0,3,16
"Terim, F.",BAL,6,0,0,0,0,0,0,0,0,0,0,0,3,16
"Green, W.",BAL,5,0,1,0,0,0,0,0,0,0,0,0,3,16
"Hobbs, J.",BAL,5,0,1,0,0,0,0,0,0,0,0,0,3,16
"Horne, B.",BAL,5,0,0,0,0,0,0,0,0,0,0,0,3,16
"Acho, M.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,3,16
"Clark, T.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,3,16
"Oats, S.",BAL,2,1,0,0,0,0,0,1,0,0,0,0,3,16
"Troyski, X.",BAL,1,0,0,1,0,0,0,0,0,0,0,0,3,16
"Cox III, J.",PHI,8,0,0,0,0,0,0,0,0,0,0,0,3,16
"Garnett, L.",PHI,6,0,0,3,2,0,1,0,0,0,0,0,3,16
"Bohne, D.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,3,16
"Emoji, E.",PHI,5,0,0,3,1,0,0,0,0,0,0,0,3,16
"Thomas, S.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,3,16
"D'Attoria V, R.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,3,16
"McGwire, A.",PHI,3,0,1,0,0,0,0,0,0,0,0,0,3,16
"Verden, J.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,3,16
"Hardshaft, R.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,3,16
"Kalilmoku, I.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,3,16
"Smyles, L.",PHI,2,0,1,0,0,0,0,0,0,0,0,0,3,16
"Hank, F.",PHI,0,0,0,0,0,0,0,0,1,0,0,0,3,16
