Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Mendoza, C.",AUS,9,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Porter, G.",AUS,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Arianlacher, M.",AUS,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Bowie, M.",AUS,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"MacGregor, G.",AUS,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Egghands, T.",AUS,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Lavelle Jr., D.",AUS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Claxton, S.",AUS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Isbest, C.",AUS,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Montain, T.",AUS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Hilliard, R.",SJS,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Lanier, B.",SJS,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Stein, P.",SJS,8,0,0,1/1,1,0,0,0,0/0/0,1,0,0,0,5,25
"Fisher, G.",SJS,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Brackenridge, T.",SJS,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"PickSix, H.",SJS,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Crowder, R.",SJS,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Vaughne, R.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Bass, L.",SJS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Allen, O.",SJS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Sweets, C.",SJS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
