Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Saurus, B.",AUS,1,5,4,0,10,25
"Fassingit, H.",AUS,1,5,2,0,10,25
"Saurus, S.",AUS,0,0,10,1,10,25
"Saurus, A.",AUS,0,0,3,0,10,25
"Bakhtiari, S.",AUS,0,0,1,1,10,25
"Jones, K.",AUS,0,0,1,0,10,25
"Watts, Z.",AUS,0,0,0,1,10,25
"Fank, H.",NY,1,15,0,0,10,25
"Kearse, J.",NY,1,5,0,0,10,25
"Rool, K.",NY,0,0,6,1,10,25
"Kong, D.",NY,0,0,5,0,10,25
"Quail, D.",NY,0,0,4,0,10,25
"Bawlls, B.",NY,0,0,3,0,10,25
"Kong, F.",NY,0,0,3,0,10,25
"Kong, C.",NY,0,0,1,0,10,25
"McDavid, L.",NY,0,0,0,1,10,25
"Owens, A.",NY,0,0,0,1,10,25
