Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Bode, Q.",NO,13,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Toblerone, M.",NO,9,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Blaylock, M.",NO,6,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,7,25
"Hexagon, L.",NO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Button, Q.",NO,5,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Simwell, L.",NO,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Light, B.",NO,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"Rector, D.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Rikiya, M.",NO,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Witten, A.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Ranger, A.",NO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Winchester, H.",NY,11,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"QuakStak, D.",NY,10,0,0,0/1,1,0,0,0,0/0/0,1,0,0,0,7,25
"Banks, J.",NY,8,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"McGullager, T.",NY,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Andrews, J.",NY,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Kirkby, T.",NY,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Ocewilder, S.",NY,4,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Thumper, B.",NY,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Griddle, M.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Kearse, J.",NY,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"McTackle, R.",NY,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Bawlls, B.",NY,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,7,25
