Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Goodson, N.",BAL,8,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,7,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Fletcher, G.",BAL,5,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hendrix, K.",BAL,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",BAL,3,0,0,1/0,1,0,0,0,"[0, 0, 0]"
"Rove, C.",BAL,3,0,0,1/1,0,0,0,0,"[0, 0, 0]"
"Asipi Jr., A.",BAL,2,0,1,0/0,0,0,1,0,"[0, 0, 0]"
"Broadway, E.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ishigawa, H.",COL,14,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Danger, D.",COL,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thibault, A.",COL,6,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Saint, J.",COL,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Bly Jr., A.",COL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Miller, D.",COL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ramero, R.",COL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kamaka, E.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Pierno, N.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sandoval, A.",COL,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tillman, M.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroetch, D.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
