Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Bishop, J.",COL,4,69,17.2,30,1,6,17
"Palmer, J.",COL,4,23,5.8,10,0,6,17
"Crindy, B.",COL,3,18,6,11,0,6,17
"Forty-Two, L.",COL,2,9,4.5,6,0,6,17
"Taffy, T.",COL,2,8,4,6,0,6,17
"Pennington, B.",COL,1,7,7,7,0,6,17
"Maddox, E.",BAL,6,102,17,30,2,6,17
"Espeeyeeseetee, A.",BAL,5,114,22.8,46,0,6,17
"L'Alto, V.",BAL,5,36,7.2,14,1,6,17
"Nagasawa, Y.",BAL,2,39,19.5,20,0,6,17
"Pancakes, P.",BAL,2,19,9.5,16,0,6,17
"Jimbo, D.",BAL,2,14,7,8,0,6,17
"Trevor, C.",BAL,1,5,5,5,0,6,17
