Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Willie, T.",AZ,6,80,13.3,31,0,11,14
"Hardwick, S.",AZ,4,53,13.2,19,0,11,14
"Moore, S.",AZ,4,35,8.8,18,1,11,14
"Rudd, E.",AZ,2,16,8,13,0,11,14
"Shady, S.",AZ,2,6,3,6,0,11,14
"Hasselhoff, F.",AZ,1,12,12,12,0,11,14
"Gore, B.",AZ,1,6,6,6,0,11,14
"Wizardry, D.",YKW,6,25,4.2,12,0,11,14
"Parker, J.",YKW,5,68,13.6,27,0,11,14
"Swift, N.",YKW,5,36,7.2,12,0,11,14
"Pennington, B.",YKW,2,68,34,50,1,11,14
"Pitcher, A.",YKW,2,32,16,25,1,11,14
"Helanen, T.",YKW,1,7,7,7,0,11,14
"Carrasco, T.",YKW,1,0,0,0,0,11,14
