Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Ofyourlove, S.",NO,2,15,4,0,3,18
"Rax, L.",NO,1,5,0,0,3,18
"Room, W.",NO,0,0,6,1,3,18
"Brew, S.",NO,0,0,5,0,3,18
"ABR, S.",NO,0,0,4,0,3,18
"Gump, F.",NO,0,0,3,0,3,18
"Ulysses, B.",NO,0,0,0,1,3,18
"Quick, J.",AZ,1,5,0,1,3,18
"Donut, S.",AZ,1,5,0,0,3,18
"Masters, S.",AZ,1,5,0,0,3,18
"Parker, J.",AZ,1,5,0,0,3,18
"Rash, T.",AZ,0,0,5,0,3,18
"Arbage, G.",AZ,0,0,4,0,3,18
"Aste, W.",AZ,0,0,4,0,3,18
"Irving, J.",AZ,0,0,2,0,3,18
"Unk, J.",AZ,0,0,2,0,3,18
