Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jenkins, L.",OCO,2,15,2,0,5,4
"Tomlinson, A.",OCO,1,5,0,0,5,4
"Wright Jr, G.",OCO,1,15,0,0,5,4
"Farva, R.",OCO,0,0,7,0,5,4
"Ramathorn, A.",OCO,0,0,6,0,5,4
"Foster, J.",OCO,0,0,4,0,5,4
"Roto, R.",OCO,0,0,3,0,5,4
"Womack, C.",OCO,0,0,3,0,5,4
"O'Sullivan, S.",OCO,0,0,2,0,5,4
"Tanner, C.",LV,1,10,3,0,5,4
"Heel, A.",LV,1,5,2,1,5,4
"Shoate, T.",LV,1,15,0,0,5,4
"Bot, S.",LV,0,0,9,0,5,4
"Gomez, S.",LV,0,0,6,1,5,4
"Samurai, B.",LV,0,0,2,1,5,4
"Khan, S.",LV,0,0,2,0,5,4
"Larsendorf, R.",LV,0,0,2,0,5,4
"Savea, A.",LV,0,0,1,0,5,4
