Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Crindy, B.",AZ,9,61,6.8,12,2,13,11
"Squanch, V.",AZ,7,108,15.4,37,1,13,11
"Browning, B.",AZ,7,101,14.4,36,1,13,11
"Morris, D.",AZ,2,29,14.5,25,1,13,11
"Mackworthy, R.",AZ,1,11,11,11,0,13,11
"Wachter, J.",AZ,1,6,6,6,0,13,11
"Booter, F.",AZ,1,4,4,4,0,13,11
"Adams, R.",OCO,8,102,12.8,36,2,13,11
"Zephyrous, S.",OCO,7,27,3.9,9,0,13,11
"Garden, J.",OCO,6,92,15.3,27,0,13,11
"Atwell, T.",OCO,4,90,22.5,46,2,13,11
"Broxton, J.",OCO,4,83,20.8,48,0,13,11
"Crush, C.",OCO,4,62,15.5,31,0,13,11
