Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Flimjollywop, S.",LV,2,30,0,0,14,3
"Coalrange, C.",LV,1,5,1,0,14,3
"Tebow, T.",LV,1,5,0,1,14,3
"Blade, B.",LV,1,15,0,0,14,3
"Morgan, L.",LV,1,5,0,0,14,3
"Stropko, B.",LV,1,5,0,0,14,3
"Stone, W.",LV,0,0,4,0,14,3
"Savea, A.",LV,0,0,3,3,14,3
"Jefferspin, S.",LV,0,0,3,2,14,3
"Bullard, T.",LV,0,0,2,2,14,3
"Tanner, C.",LV,0,0,2,0,14,3
"Tenzini, G.",LV,0,0,1,0,14,3
"Larsendorf, R.",LV,0,0,0,1,14,3
"Evans, D.",ARI,3,15,0,0,14,3
"Pest, T.",ARI,1,5,3,0,14,3
"Timlin, S.",ARI,1,5,1,1,14,3
"Ernston, H.",ARI,1,15,0,0,14,3
"Thomas, A.",ARI,0,0,8,0,14,3
"Asipi, A.",ARI,0,0,5,1,14,3
"Schmarchetype, A.",ARI,0,0,3,1,14,3
"Law, C.",ARI,0,0,3,0,14,3
"Pancake, P.",ARI,0,0,3,0,14,3
"Tuck, J.",ARI,0,0,2,0,14,3
"Mackworthy, R.",ARI,0,0,0,2,14,3
