Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Hockhertz, M.",CHI,7,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Shields, T.",CHI,7,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Blackfyre, D.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Domine, J.",CHI,5,0,3,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Oles JR, T.",CHI,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Smirh, J.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Hayes, V.",CHI,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"MacAndrew, H.",CHI,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Firestorm-Fjord, O.",CHI,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,26
"Brooks, D.",CHI,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Eller, A.",CHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"O'Donnell, G.",CHI,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,2,26
"Drake, J.",COL,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Murder-Moose, M.",COL,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"de Pengu, A.",COL,8,1,0,1/1,0,0,0,0,0/0/0,1,0,0,0,2,26
"FootballLeague, N.",COL,7,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Smoothie, E.",COL,6,0,2,1/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"McFredbeard, R.",COL,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Blackstone, I.",COL,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Purchase, L.",COL,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Vuxta, R.",COL,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Edd, B.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Deck, I.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
