Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"O'Leary, S.",CHI,5,97,19.4,45,0,2,26
"Gelbman, T.",CHI,4,40,10,18,0,2,26
"Yoda, B.",CHI,4,8,2,6,0,2,26
"Rodriguez, B.",CHI,2,37,18.5,28,0,2,26
"Scabbia, L.",CHI,2,22,11,15,1,2,26
"Delacour, R.",CHI,1,19,19,19,0,2,26
"Tirtawidjaja, J.",CHI,1,10,10,10,0,2,26
"Lim, W.",COL,4,94,23.5,40,0,2,26
"Batista, D.",COL,4,48,12,28,0,2,26
"George, D.",COL,4,29,7.2,13,0,2,26
"Jenkins, L.",COL,2,19,9.5,12,0,2,26
"Williams, D.",COL,2,13,6.5,7,0,2,26
"Gilbert, R.",COL,2,6,3,6,0,2,26
