Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Jefferson, L.",SJS,8,2,0,0,0,0,0,0,0,0,0,0,14,5
"Canton, J.",SJS,6,0,0,2,2,0,0,0,0,0,0,0,14,5
"Sharpei, V.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,14,5
"Bayley, B.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,14,5
"Brill, J.",SJS,3,0,1,0,0,0,0,0,0,0,0,0,14,5
"Lewith, T.",SJS,3,0,0,2,1,0,1,0,0,0,0,0,14,5
"Miller, D.",SJS,3,0,1,0,0,0,0,0,0,0,0,0,14,5
"Chambers III, C.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,14,5
"Charlton, E.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,14,5
"Hansen, A.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,14,5
"Okonkwo, C.",SJS,1,1,0,0,0,0,0,0,0,0,0,0,14,5
"Diaz, D.",SJS,0,0,0,0,0,0,0,0,0,0,0,0,14,5
"Washington, L.",LV,10,0,1,1,0,0,0,0,0,0,0,0,14,5
"Stone, W.",LV,9,0,0,0,0,0,0,0,0,0,0,0,14,5
"Flimjollywop, S.",LV,7,0,0,0,0,0,0,0,0,0,0,0,14,5
"Oakes, B.",LV,6,0,0,1,1,0,0,0,0,0,0,0,14,5
"Stropko, B.",LV,6,0,0,0,0,0,0,0,0,0,0,0,14,5
"Brister, T.",LV,5,0,0,1,0,0,0,0,0,0,0,0,14,5
"Maddox, S.",LV,5,0,0,1,1,0,0,0,0,0,0,0,14,5
"Saginaw, A.",LV,5,0,0,0,0,0,0,0,0,0,0,0,14,5
"Shoate, T.",LV,3,0,0,0,0,0,0,0,0,0,0,0,14,5
"Brown, I.",LV,2,0,0,0,0,0,0,0,0,0,0,0,14,5
"Cox, J.",LV,2,2,0,0,0,0,0,0,0,0,0,0,14,5
