Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"de Pengu, A.",COL,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"FootballLeague, N.",COL,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Drake, J.",COL,6,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,1,26
"Murder-Moose, M.",COL,6,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Smoothie, E.",COL,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Ruschmann, A.",COL,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Vuxta, R.",COL,4,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,1,26
"Blackstone, I.",COL,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Edd, B.",COL,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Purchase, L.",COL,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"McFredbeard, R.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Jenkins, L.",COL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,26
"De Ville, D.",SAR,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"Dillmiballs, F.",SAR,7,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Patterson, P.",SAR,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Mango-Panda, H.",SAR,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Utterstruzen, T.",SAR,6,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,1,26
"Goku, S.",SAR,5,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Andrews, H.",SAR,4,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Karpaasi, M.",SAR,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Nkiah, J.",SAR,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Clemente, C.",SAR,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Beat, N.",SAR,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Heights, A.",SAR,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
