Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Tiernan, L.",YKW,11,1,0,0,0,0,0,0,0,0,0,0,6,3
"Fulton, W.",YKW,8,0,1,0,0,0,0,0,0,0,0,0,6,3
"Novel, L.",YKW,7,0,0,0,0,0,0,0,0,0,0,0,6,3
"Björnsson, B.",YKW,6,0,1,0,0,0,0,0,0,0,0,0,6,3
"Maddox, R.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,6,3
"Cushing, K.",YKW,5,0,1,1,1,0,0,0,0,0,0,0,6,3
"Gustavsson, E.",YKW,3,1,0,0,0,0,0,0,0,0,0,0,6,3
"Fitzfatrick, R.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,6,3
"Kane, M.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,6,3
"Hansen, A.",YKW,1,0,0,1,1,0,0,0,0,0,0,0,6,3
"Lavelle, D.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,6,3
"Krimlaw, A.",COL,10,0,1,1,0,0,0,0,0,0,0,0,6,3
"Saint, J.",COL,10,1,0,1,0,0,0,0,0,0,0,0,6,3
"Austin, S.",COL,7,0,0,1,0,0,0,0,0,0,0,0,6,3
"Thomas, R.",COL,6,0,0,0,0,0,0,0,0,0,0,0,6,3
"Boggs, B.",COL,5,0,1,0,0,0,0,0,0,0,0,0,6,3
"Hayden, A.",COL,4,0,0,2,0,0,0,0,0,0,0,0,6,3
"Crocker, B.",COL,3,0,1,0,0,0,0,0,0,0,0,0,6,3
"Erikson, V.",COL,3,0,0,3,0,0,0,0,0,0,0,0,6,3
"Wozy, F.",COL,3,1,0,0,0,0,0,0,0,0,0,0,6,3
"McNoodle, M.",COL,1,0,0,0,0,0,0,0,0,0,0,0,6,3
"Skidmarks, S.",COL,1,0,0,0,0,0,0,0,0,0,0,0,6,3
