Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Zhang, S.",AZ,1,5,0,0,2,6
"Beard, T.",AZ,0,0,5,1,2,6
"Halfelven, E.",AZ,0,0,5,0,2,6
"Bombadil, T.",AZ,0,0,4,0,2,6
"Dunedain, H.",AZ,0,0,4,0,2,6
"Took, B.",AZ,0,0,2,2,2,6
"Mackworthy, R.",AZ,0,0,2,1,2,6
"Law, C.",AZ,0,0,2,0,2,6
"Lee, J.",OCO,1,5,8,0,2,6
"Yates, J.",OCO,1,15,1,0,2,6
"Bavitz, I.",OCO,1,7,0,0,2,6
"Boss, M.",OCO,1,10,0,0,2,6
"Wright Jr, G.",OCO,1,5,0,0,2,6
"Chan, J.",OCO,0,0,6,0,2,6
"O'Sullivan, S.",OCO,0,0,6,0,2,6
"Yen, D.",OCO,0,0,3,0,2,6
"Yeung, B.",OCO,0,0,3,0,2,6
"Lee, B.",OCO,0,0,2,2,2,6
"Burnsman, E.",OCO,0,0,1,1,2,6
