Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Pennington, C.",SJS,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Staley, T.",SJS,7,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Tuck, J.",SJS,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Deringer, K.",SJS,4,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Pennington, T.",SJS,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",SJS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Castle, S.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sackerman, F.",SJS,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",SJS,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Wright, D.",SJS,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Brown, M.",OCO,12,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,7,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",OCO,6,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Keita, T.",OCO,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Salami, T.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
