Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Berry, M.",COL,13,0,2,2,0,0,0,0,1,0,0,0,11,20
"Gabagool, T.",COL,9,0,0,0,0,0,0,0,0,0,0,0,11,20
"Lejune, L.",COL,8,0,1,0,0,0,0,1,0,1,0,0,11,20
"Taffy, T.",COL,6,2,1,0,0,0,0,0,0,0,0,0,11,20
"Sinclair, Q.",COL,5,0,0,0,0,0,0,0,0,0,0,0,11,20
"Hornbacher, A.",COL,4,0,0,1,1,0,0,0,0,0,0,0,11,20
"Purchase, L.",COL,4,0,0,0,0,0,0,0,0,0,0,0,11,20
"Parker, P.",COL,3,0,1,0,0,0,0,0,0,0,0,0,11,20
"Bacon, T.",COL,2,0,0,0,0,0,0,0,0,0,0,0,11,20
"Ocewilder, S.",COL,2,1,1,0,0,1,0,0,0,0,0,0,11,20
"Thumper, B.",COL,2,0,1,0,0,0,0,0,0,0,0,0,11,20
"Beck, C.",SJS,8,0,0,1,0,0,0,0,0,0,0,0,11,20
"Brackenridge, T.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,11,20
"Deringer, K.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,11,20
"Wozniak, J.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,11,20
"Burr-Kirven, J.",SJS,3,3,0,0,0,0,0,0,0,0,0,0,11,20
"Riposte, F.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,11,20
"Swift, T.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,11,20
"Tuck, J.",SJS,3,0,0,1,0,0,0,0,0,0,0,0,11,20
"Ennis, B.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,11,20
"Staley, T.",SJS,1,0,0,1,0,0,0,0,0,0,0,0,11,20
"Tuck, J.",SJS,1,1,0,0,0,0,0,0,0,0,0,0,11,20
