Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Bode, Q.",NO,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Blaylock, M.",NO,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Hexagon, L.",NO,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Light, B.",NO,7,0,0,1/1,0,0,0,0,0/0/0,1,0,0,0,2,26
"Simwell, L.",NO,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Ranger, A.",NO,4,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Rector, D.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Zbornak, D.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Dissector, U.",NO,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Witten, A.",NO,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,2,26
"Toblerone, M.",NO,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Rikiya, M.",NO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"DeSoto, J.",PHI,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Dookmarriot, L.",PHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Fieri, D.",PHI,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Goodman, G.",PHI,4,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Wrecks, T.",PHI,4,3,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Zelos, J.",PHI,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Hoffman, J.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Roes, S.",PHI,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Silva, B.",PHI,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Cross, M.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Haywood, H.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Rose, T.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
