Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Mughes, H.",AZ,13,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lee, L.",AZ,9,0,0,0/0,2,1,0,1,"[0, 0, 0]"
"Barnes, B.",AZ,8,0,2,0/0,1,1,0,0,"[0, 0, 0]"
"Montgomery, B.",AZ,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Vans, R.",AZ,6,0,1,0/0,1,0,0,0,"[1, 0, 0]"
"Knight, L.",AZ,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"McKinnie, L.",AZ,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Moore, S.",AZ,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Morris, R.",AZ,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",AZ,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bakshi, S.",AUS,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",AUS,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Robertson, A.",AUS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snider, N.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Henry, J.",AUS,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Castle, S.",AUS,1,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Wizardry, D.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
