Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Windchesthair, A.",COL,1,5,2,0,9,5
"Bly Jr., A.",COL,1,8,0,0,9,5
"Erikson, V.",COL,1,5,0,0,9,5
"Gustavsson, E.",COL,1,10,0,0,9,5
"Tillman, M.",COL,1,5,0,0,9,5
"Wheat, B.",COL,1,15,0,0,9,5
"Down, D.",COL,0,0,5,0,9,5
"Vibrations, F.",COL,0,0,4,1,9,5
"Bastard, F.",COL,0,0,2,0,9,5
"Knuckler, B.",COL,0,0,1,1,9,5
"Crush, C.",COL,0,0,1,0,9,5
"O'Sullivan, S.",OCO,2,10,0,0,9,5
"Beam, J.",OCO,1,10,6,1,9,5
"Makers, M.",OCO,1,6,3,0,9,5
"Atwell, T.",OCO,1,5,0,0,9,5
"King, J.",OCO,1,10,0,0,9,5
"Phelps, R.",OCO,1,6,0,0,9,5
"Sierra, R.",OCO,1,5,0,0,9,5
"Jamison, J.",OCO,0,0,8,1,9,5
"Johnny-Walker, J.",OCO,0,0,6,1,9,5
"Kentucky, D.",OCO,0,0,3,0,9,5
"Yates, J.",OCO,0,0,2,0,9,5
"Burnsman, E.",OCO,0,0,1,0,9,5
"Petrakis, A.",OCO,0,0,1,0,9,5
