Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hamilton, C.",OCO,2,10,3,1,14,1
"Winchester, A.",OCO,1,10,7,0,14,1
"Davidson, J.",OCO,1,10,2,0,14,1
"Reigns, J.",OCO,1,2,0,0,14,1
"Thomas, R.",OCO,1,5,0,0,14,1
"Clegane, G.",OCO,0,0,3,0,14,1
"Yates, J.",OCO,0,0,3,0,14,1
"Boyd, M.",OCO,0,0,2,0,14,1
"Wright, O.",OCO,0,0,1,0,14,1
"Jefferspin, S.",ARI,2,20,7,0,14,1
"Pest, T.",ARI,1,4,2,0,14,1
"Timlin, S.",ARI,1,5,1,2,14,1
"Ernston, H.",ARI,1,5,0,0,14,1
"Tuck, J.",ARI,1,5,0,0,14,1
"Thomas, A.",ARI,0,0,3,1,14,1
"Tkachuk, J.",ARI,0,0,2,0,14,1
"Durden, J.",ARI,0,0,1,0,14,1
"Mackworthy, R.",ARI,0,0,1,0,14,1
"Newman, M.",ARI,0,0,1,0,14,1
"Sharp, B.",ARI,0,0,1,0,14,1
