Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Arthur, C.",PHI,1,5,2,1,14,5
"Rove, C.",PHI,1,5,0,0,14,5
"Van Buren, M.",PHI,0,0,9,0,14,5
"Tyler, J.",PHI,0,0,6,0,14,5
"Hayes, R.",PHI,0,0,5,1,14,5
"DiMirio, P.",PHI,0,0,4,0,14,5
"Filmore, M.",PHI,0,0,4,0,14,5
"Kroetch, D.",PHI,0,0,1,2,14,5
"Milan, C.",PHI,0,0,1,0,14,5
"Atwell, T.",OCO,1,15,0,0,14,5
"O'Sullivan, J.",OCO,1,5,0,0,14,5
"Sierra, R.",OCO,1,7,0,0,14,5
"Jamison, J.",OCO,0,0,6,0,14,5
"Beam, J.",OCO,0,0,5,1,14,5
"Petrakis, A.",OCO,0,0,5,0,14,5
"Johnny-Walker, J.",OCO,0,0,3,0,14,5
"Kentucky, D.",OCO,0,0,3,0,14,5
"O'Sullivan, S.",OCO,0,0,3,0,14,5
"Makers, M.",OCO,0,0,1,2,14,5
