Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bly Jr., A.",COL,9,0,0,0,0,0,0,0,0,0,0,0,3,5
"Tillman, M.",COL,9,0,0,1,0,0,0,0,0,0,0,0,3,5
"Boggs, B.",COL,7,0,0,2,0,0,0,0,0,0,0,0,3,5
"Sandoval, R.",COL,7,1,1,0,0,0,0,0,0,0,0,0,3,5
"Ishigawa, H.",COL,5,1,1,1,0,0,0,0,0,0,0,0,3,5
"Saint, J.",COL,5,0,0,0,0,0,0,0,0,0,0,0,3,5
"Novel, L.",COL,4,0,0,1,0,0,0,0,0,0,0,0,3,5
"Erikson, V.",COL,3,0,0,0,0,0,0,0,0,0,0,0,3,5
"Gustavsson, E.",COL,2,1,0,0,0,0,0,0,0,0,0,0,3,5
"Pierce, L.",COL,2,1,0,0,0,0,0,0,0,0,0,0,3,5
"Sandoval, A.",COL,2,1,0,0,0,0,0,0,0,0,0,0,3,5
"Krimlaw, A.",COL,1,0,0,0,0,0,0,0,0,0,0,0,3,5
"Sharpei, V.",SJS,10,1,0,0,0,0,0,0,0,0,0,0,3,5
"Brill, J.",SJS,9,0,0,0,0,0,0,0,0,0,0,0,3,5
"Hansen, A.",SJS,8,1,0,0,0,0,0,0,0,0,0,0,3,5
"Lewith, T.",SJS,7,0,0,0,0,0,0,0,0,0,0,0,3,5
"Okonkwo, C.",SJS,7,3,0,0,0,0,0,0,0,0,0,0,3,5
"Jefferson, L.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,3,5
"Miller, D.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,3,5
"Bayley, B.",SJS,2,0,0,1,0,0,0,0,0,0,0,0,3,5
"Canton, J.",SJS,2,0,0,1,0,0,0,0,0,0,0,0,3,5
"Chambers III, C.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,3,5
"Charlton, E.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,3,5
