Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bakshi, S.",YKW,8,1,0,1,1,0,0,0,0,0,0,0,10,15
"Applehort, R.",YKW,7,0,0,3,0,0,0,0,0,0,0,0,10,15
"Taylor, C.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,10,15
"Selich, A.",YKW,5,0,2,2,0,0,0,0,0,0,0,0,10,15
"Knurtsson, K.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,10,15
"Snuggles, J.",YKW,4,1,0,2,1,0,0,0,0,0,0,0,10,15
"Alexander, N.",YKW,3,1,0,0,0,0,0,0,0,0,0,0,10,15
"Foster, W.",YKW,2,0,1,0,0,0,0,0,0,0,0,0,10,15
"Skinner, Z.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Leaf Jr., R.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,10,15
"Uchiha, L.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,10,15
"Jefferson IV, J.",NO,10,0,0,1,1,0,0,0,0,0,0,0,10,15
"Bode, Q.",NO,9,0,0,0,0,0,0,0,0,0,0,0,10,15
"Ramsey Jr., G.",NO,7,0,0,1,0,0,0,0,0,0,0,0,10,15
"Marchand, J.",NO,6,0,1,2,0,0,0,0,0,0,0,0,10,15
"Arnold, D.",NO,5,0,1,0,0,0,0,0,0,0,0,0,10,15
"Harrison, W.",NO,5,0,0,1,1,0,1,0,0,0,0,0,10,15
"Kuusela, G.",NO,5,2,1,0,0,0,0,0,0,0,0,0,10,15
"Taylor, D.",NO,4,0,0,2,0,0,0,0,0,0,0,0,10,15
"Rax, L.",NO,3,1,0,0,0,0,0,0,0,0,0,0,10,15
"Earl, B.",NO,2,0,1,0,0,0,0,0,0,0,0,0,10,15
"Townsend, F.",NO,1,0,0,0,0,0,0,0,0,0,0,0,10,15
