,gameID,S,teamID,Q,time,totTime,down,distance,side,yard,play,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,15,9,2,1,15:00,3600,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",YKW,BAL,YKW,25,0,0
1,15,9,1,1,15:00,3600,1,10,BAL,25,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 5 yds. Tackle by Foster (R), D..",YKW,BAL,BAL,75,0,0
2,15,9,1,1,14:20,3560,2,4,BAL,30,"Pass by Fujiwara (C), C. to Brown (R), K. falls incomplete.",YKW,BAL,BAL,70,0,0
3,15,9,1,1,14:03,3543,3,4,BAL,30,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 28 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,70,0,0
4,15,9,1,1,13:05,3485,1,10,YKW,41,"Rush by Fukushu, M. for a short gain. Tackle by Cho, J..",YKW,BAL,BAL,41,0,0
5,15,9,1,1,12:39,3459,2,9,YKW,40,"Yellowknife Penalty on Thebaw (R), S.: Encroachment.",YKW,BAL,BAL,40,0,0
6,15,9,1,1,12:39,3459,2,4,YKW,35,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 15 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,35,0,0
7,15,9,1,1,11:58,3418,1,10,YKW,20,"Rush by Fukushu, M. for a short gain. Tackle by Dookmarriot, L..",YKW,BAL,BAL,20,0,0
8,15,9,1,1,11:33,3393,2,9,YKW,19,"Pass by Fujiwara (C), C. to Howlett (R), D. was dropped! Incomplete.",YKW,BAL,BAL,19,0,0
9,15,9,1,1,11:10,3370,3,9,YKW,19,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 7 yds. Tackle by Hellzapoppin, J..",YKW,BAL,BAL,19,0,0
10,15,9,1,1,10:31,3331,4,1,YKW,11,"28 yard FG by Small, J. is good.",YKW,BAL,BAL,11,0,3
11,15,9,1,1,10:31,3331,0,0,YKW,21,"Kickoff of 69 yards. Returned by Leonard, M. for 21 yards. First Down!",YKW,BAL,BAL,21,0,3
12,15,9,2,1,10:24,3324,1,10,YKW,21,"Pass by Jack, C. to Sakura (C), K. is incomplete. Broken up by De Ville (C), D..",YKW,BAL,YKW,79,0,3
13,15,9,2,1,9:24,3264,2,10,YKW,21,"Pass by Jack, C., complete to Sakura (C), K. for 23 yds. Tackle by Stackinpaper, B.. First Down!",YKW,BAL,YKW,79,0,3
14,15,9,2,1,8:36,3216,1,10,YKW,44,"Rush by Z, D. for 1 yds. Tackle by Green, W..",YKW,BAL,YKW,56,0,3
15,15,9,2,1,8:10,3190,2,8,YKW,45,"Pass by Jack, C. to Kross, C. is incomplete. Broken up by Avery, E..",YKW,BAL,YKW,55,0,3
16,15,9,2,1,7:55,3175,3,8,YKW,45,"Pass by Jack, C., complete to Z, D. for 10 yds. Tackle by Kennedy, D.. First Down!",YKW,BAL,YKW,55,0,3
17,15,9,2,1,7:16,3136,1,10,BAL,43,"Rush by Rowe, D. for 1 yds. Tackle by Keiki-Kane, M..",YKW,BAL,YKW,43,0,3
18,15,9,2,1,6:53,3113,2,8,BAL,42,"Rush by Z, D. for a short gain. Tackle by Hole, M..",YKW,BAL,YKW,42,0,3
19,15,9,2,1,6:31,3091,3,8,BAL,41,"Pass by Jack, C., complete to Sakura (C), K. for 5 yds. Tackle by Stackinpaper, B..",YKW,BAL,YKW,41,0,3
20,15,9,2,1,5:55,3055,4,2,BAL,36,"53 yard FG by Kokot (R), B. is NO good.",YKW,BAL,YKW,36,0,3
