,gameID,S,teamID,Q,time,totTime,down,distance,side,yard,play,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,15,10,2,1,15:00,3600,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",YKW,BAL,YKW,25,0,0
1,15,10,1,1,15:00,3600,1,10,BAL,25,"Rush by Z, D. for a short gain. Tackle by Thomaslacher (R), B..",YKW,BAL,BAL,75,0,0
2,15,10,1,1,14:36,3576,2,9,BAL,25,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 12 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,75,0,0
3,15,10,1,1,13:52,3532,1,10,BAL,37,"Rush by Fukushu, M. for 7 yds. Tackle by Quaid, D..",YKW,BAL,BAL,63,0,0
4,15,10,1,1,13:20,3500,2,2,BAL,45,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 4 yds. Tackle by Z, D.. First Down!",YKW,BAL,BAL,55,0,0
5,15,10,1,1,12:36,3456,1,10,BAL,49,"Fujiwara (C), C. is SACKED by Draftee Z - CB for -7 yds.",YKW,BAL,BAL,51,0,0
6,15,10,1,1,12:01,3421,2,17,BAL,41,"Pass by Fujiwara (C), C., complete to Ash, R. for 7 yds. Tackle by Foster (R), D..",YKW,BAL,BAL,59,0,0
7,15,10,1,1,10:59,3359,3,9,BAL,49,"Rush by Fukushu, M. for 4 yds. Tackle by Quaid, D..",YKW,BAL,BAL,51,0,0
8,15,10,1,1,10:29,3329,4,5,YKW,46,"Punt by Small, J. of 46 yards.  Touchback.",YKW,BAL,BAL,46,0,0
9,15,10,2,1,10:24,3324,1,10,YKW,25,"Rush by Z, D. for 4 yds. Tackle by Kennedy, D..",YKW,BAL,YKW,75,0,0
10,15,10,2,1,9:48,3288,2,5,YKW,29,"Rush by Z, D. for 0 yds. Tackle by Hole, M..",YKW,BAL,YKW,71,0,0
11,15,10,2,1,9:22,3262,3,6,YKW,28,"Pass by Jack, C., complete to Rechs (R), Z. for 67 yds. Tackle by Avery, E.. First Down!",YKW,BAL,YKW,72,0,0
12,15,10,2,1,7:58,3178,1,4,BAL,4,"Rush by Rowe, D. for 4 yds. Tackle by Harris, C..",YKW,BAL,YKW,4,0,0
13,15,10,2,1,7:24,3144,2,1,BAL,1,"Yellowknife Penalty on Kross, C.: False Start.",YKW,BAL,YKW,1,0,0
14,15,10,2,1,7:24,3144,2,5,BAL,5,Rush by D Z for 5 yds. TOUCHDOWN!  (Kokot (R) kick good),YKW,BAL,YKW,5,7,0
15,15,10,2,1,7:14,3134,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",YKW,BAL,YKW,25,7,0
16,15,10,1,1,7:14,3134,1,10,BAL,25,"Pass by Fujiwara (C), C. to Ash, R. was dropped! Incomplete.",YKW,BAL,BAL,75,7,0
17,15,10,1,1,6:53,3113,2,10,BAL,25,"Rush by Fukushu, M. for 3 yds. Tackle by Thomaslacher (R), B..",YKW,BAL,BAL,75,7,0
18,15,10,1,1,6:31,3091,3,6,BAL,28,"Pass by Fujiwara (C), C. to Brown (R), K. is incomplete. Broken up by Thomaslacher (R), B..",YKW,BAL,BAL,72,7,0
19,15,10,1,1,6:15,3075,4,6,BAL,28,"Punt by Small, J. of 36 yards.  No return. First Down!",YKW,BAL,BAL,72,7,0
20,15,10,2,1,6:07,3067,1,10,YKW,35,"Rush by Z, D. for 3 yds. Tackle by De Ville (C), D..",YKW,BAL,YKW,65,7,0
21,15,10,2,1,5:39,3039,2,6,YKW,39,"Pass by Jack, C., complete to Rechs (R), Z. for 7 yds. Tackle by Z, D.. First Down!",YKW,BAL,YKW,61,7,0
22,15,10,2,1,4:59,2999,1,10,YKW,46,"Jack, C. is SACKED by Walt Green - SS for -7 yds.",YKW,BAL,YKW,54,7,0
23,15,10,2,1,4:35,2975,2,17,YKW,39,"Pass by Jack, C., complete to Sakura (C), K. for 6 yds. Tackle by Stackinpaper, B..",YKW,BAL,YKW,61,7,0
24,15,10,2,1,3:56,2936,3,10,YKW,45,"Pass by Jack, C., complete to Sakura (C), K. for 12 yds. Tackle by Stackinpaper, B.. First Down!",YKW,BAL,YKW,55,7,0
25,15,10,2,1,3:24,2904,1,10,BAL,42,"Pass by Jack, C., complete to Rechs (R), Z. for 8 yds. Tackle by Z, D..",YKW,BAL,YKW,42,7,0
26,15,10,2,1,2:42,2862,2,2,BAL,34,"Rush by Z, D. for 5 yds. Tackle by De Ville (C), D.. First Down!",YKW,BAL,YKW,34,7,0
