,gameID,S,teamID,Q,time,totTime,down,distance,side,yard,play,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,15,6,2,1,15:00,3600,0,0,BAL,20,"Kickoff of 65 yards. Returned by Campbell (R), J. for 20 yards. First Down!",YKW,BAL,YKW,20,0,0
1,15,6,1,1,14:54,3594,1,10,BAL,20,"Rush by Fukushu, M. for 2 yds. Tackle by Thebaw (R), S..",YKW,BAL,BAL,80,0,0
2,15,6,1,1,14:26,3566,2,8,BAL,22,"Pass by Fujiwara (C), C., complete to Fukushu, M. for 7 yds. Tackle by Quaid, D..",YKW,BAL,BAL,78,0,0
3,15,6,1,1,13:45,3525,3,1,BAL,30,"Rush by Covey, J. for 0 yds. Tackle by Dookmarriot, L..",YKW,BAL,BAL,70,0,0
4,15,6,1,1,13:16,3496,4,1,BAL,30,"Punt by Small, J. of 37 yards. Returned by Walker (R), M. for 0 yards. First Down!",YKW,BAL,BAL,70,0,0
5,15,6,2,1,13:05,3485,1,10,YKW,33,"Rush by Z, D. for 1 yds. Tackle by Annastesia, N..",YKW,BAL,YKW,67,0,0
6,15,6,2,1,12:41,3461,2,9,YKW,34,"Pass by Jack, C. to Kross, C. is incomplete. Broken up by Avery, E..",YKW,BAL,YKW,66,0,0
7,15,6,2,1,12:25,3445,3,9,YKW,34,"Pass by Jack, C. to Sakura (C), K. falls incomplete.",YKW,BAL,YKW,66,0,0
8,15,6,2,1,12:14,3434,4,9,YKW,34,"Punt by Kokot (R), B. of 59 yards.  No return. First Down!",YKW,BAL,YKW,66,0,0
9,15,6,1,1,12:08,3428,1,10,BAL,7,"Rush by Fukushu, M. for 12 yds. Tackle by Hellzapoppin, J.. First Down!",YKW,BAL,BAL,93,0,0
10,15,6,1,1,11:29,3389,1,10,BAL,19,"Pass by Fujiwara (C), C. to Howlett (R), D. was dropped! Incomplete.",YKW,BAL,BAL,81,0,0
11,15,6,1,1,11:12,3372,2,10,BAL,19,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 3 yds. Tackle by Thomaslacher (R), B..",YKW,BAL,BAL,81,0,0
12,15,6,1,1,10:29,3329,3,6,BAL,22,"Fujiwara (C), C. is SACKED by James Cho - DE for -6 yds.",YKW,BAL,BAL,78,0,0
13,15,6,1,1,9:51,3291,4,13,BAL,16,"Punt by Small, J. of 57 yards.  No return. First Down!",YKW,BAL,BAL,84,0,0
14,15,6,2,1,9:43,3283,1,10,YKW,26,"Rush by Z, D. for a short gain. Tackle by Kennedy, D..",YKW,BAL,YKW,74,0,0
15,15,6,2,1,9:08,3248,2,9,YKW,27,"Pass by Jack, C. to Vermillion (R), J. falls incomplete.",YKW,BAL,YKW,73,0,0
16,15,6,2,1,8:53,3233,3,9,YKW,27,"Pass by Jack, C. to Z, D. falls incomplete.",YKW,BAL,YKW,73,0,0
17,15,6,2,1,8:37,3217,4,9,YKW,27,"Punt by Kokot (R), B. of 50 yards. Returned by Fukushu, M. for 3 yards. First Down!",YKW,BAL,YKW,73,0,0
18,15,6,1,1,8:24,3204,1,10,BAL,25,"Yellowknife Penalty on Z, D.: Neutral Zone Infraction.",YKW,BAL,BAL,75,0,0
19,15,6,1,1,8:24,3204,1,5,BAL,30,"Rush by Fukushu, M. for a short gain. Tackle by Dookmarriot, L..",YKW,BAL,BAL,70,0,0
20,15,6,1,1,7:55,3175,2,5,BAL,30,"Rush by Fukushu, M. for 16 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,70,0,0
21,15,6,1,1,7:14,3134,1,10,BAL,47,"Pass by Fujiwara (C), C., complete to Fukushu, M. for 8 yds. Tackle by Hellzapoppin, J..",YKW,BAL,BAL,53,0,0
22,15,6,1,1,6:35,3095,2,2,YKW,44,"Rush by Covey, J. for 1 yds. Tackle by Quaid, D..",YKW,BAL,BAL,44,0,0
23,15,6,1,1,6:10,3070,3,1,YKW,43," Play nullified by Baltimore Penalty on Ash, R.: Holding.",YKW,BAL,BAL,43,0,0
24,15,6,1,1,5:30,3030,3,10,BAL,47,"Rush by Covey, J. for 3 yds. Tackle by Quaid, D.. Yellowknife Penalty on Foster (R), D.: Unnecessary Roughness. First Down!",YKW,BAL,BAL,53,0,0
25,15,6,1,1,5:19,3019,1,10,YKW,34,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 6 yds. Tackle by Z, D..",YKW,BAL,BAL,34,0,0
26,15,6,1,1,4:51,2991,2,3,YKW,28,"Pass by Fujiwara (C), C. to Howlett (R), D. is incomplete. Broken up by Quaid, D..",YKW,BAL,BAL,28,0,0
27,15,6,1,1,4:35,2975,3,3,YKW,28,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 15 yds. Tackle by Hellzapoppin, J.. First Down!",YKW,BAL,BAL,28,0,0
28,15,6,1,1,3:45,2925,1,10,YKW,13,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 13 yds. TOUCHDOWN!  (Small kick good)",YKW,BAL,BAL,13,0,7
29,15,6,1,1,3:25,2905,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",YKW,BAL,BAL,25,0,7
30,15,6,2,1,3:25,2905,1,10,YKW,25,"Pass by Jack, C., complete to Sakura (C), K. for 9 yds. Tackle by Stackinpaper, B..",YKW,BAL,YKW,75,0,7
31,15,6,2,1,2:57,2877,2,1,YKW,34,"Rush by Z, D. for 4 yds. Tackle by Green, W.. First Down!",YKW,BAL,YKW,66,0,7
32,15,6,2,1,2:40,2860,1,10,YKW,39,"Pass by Jack, C., complete to Walker (R), M. for 7 yds. Tackle by De Ville (C), D..",YKW,BAL,YKW,61,0,7
33,15,6,2,1,2:24,2844,2,2,YKW,46,"Rush by Rowe, D. for 4 yds. Tackle by Green, W.. First Down!",YKW,BAL,YKW,54,0,7
34,15,6,2,1,2:07,2827,1,10,BAL,49,"Yellowknife Penalty on Z, D.: Illegal Formation.",YKW,BAL,YKW,49,0,7
35,15,6,2,1,2:07,2827,1,15,YKW,45,"Pass by Jack, C., complete to Kross, C. for 14 yds. Tackle by Z, D..",YKW,BAL,YKW,55,0,7
36,15,6,2,1,1:42,2802,2,1,BAL,40,"Pass by Jack, C., complete to Sakura (C), K. for 10 yds. Tackle by Harris, C.. First Down!",YKW,BAL,YKW,40,0,7
37,15,6,2,1,1:21,2781,1,10,BAL,30,"Rush by Z, D. for -1 yds. Tackle by Kennedy, D..",YKW,BAL,YKW,30,0,7
38,15,6,2,1,1:07,2767,2,11,BAL,31,"Pass by Jack, C., complete to Sakura (C), K. for 13 yds. First Down!",YKW,BAL,YKW,31,0,7
39,15,6,2,1,0:46,2746,1,10,BAL,17,"Yellowknife Penalty on Kross, C.: Illegal Formation.",YKW,BAL,YKW,17,0,7
40,15,6,2,1,0:46,2746,1,15,BAL,22,"Rush by Rowe, D. for 1 yds. Tackle by Z, D..",YKW,BAL,YKW,22,0,7
41,15,6,2,1,0:34,2734,2,13,BAL,21,"Pass by Jack, C., complete to Walker (R), M. for 13 yds. Tackle by Stackinpaper, B..",YKW,BAL,YKW,21,0,7
42,15,6,2,1,0:04,2704,3,1,BAL,8,"Pass by Jack, C. to Vermillion (R), J. falls incomplete.",YKW,BAL,YKW,8,0,7
43,15,6,2,2,15:00,2700,4,1,BAL,8,"25 yard FG by Kokot (R), B. is good.",YKW,BAL,YKW,8,3,7
44,15,6,2,2,15:00,2700,4,57,YKW,35,"Kokot (R), B. kicks off. The kick sails into the endzone. Fukushu, M. brings it out of the endzone! Fukushu, M. takes it down the middle. Fukushu, M. is finally brought down. A 33 yard return. First Down!",YKW,BAL,YKW,65,3,7
45,15,6,1,2,14:55,2695,1,10,BAL,33,"Rush by Fukushu, M. for 8 yds. Tackle by Dookmarriot, L..",YKW,BAL,BAL,67,3,7
46,15,6,1,2,14:23,2663,2,2,BAL,41,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 13 yds. Tackle by Foster (R), D.. First Down!",YKW,BAL,BAL,59,3,7
47,15,6,1,2,13:51,2631,1,10,YKW,45,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 14 yds. Tackle by Foster (R), D.. First Down!",YKW,BAL,BAL,45,3,7
48,15,6,1,2,13:10,2590,1,10,YKW,31,"Pass by Fujiwara (C), C. to Lewandowski, J. falls incomplete.",YKW,BAL,BAL,31,3,7
49,15,6,1,2,12:38,2558,2,10,YKW,31,"Pass by Fujiwara (C), C. to Ash, R. is incomplete. Broken up by Valdyr, M..",YKW,BAL,BAL,31,3,7
50,15,6,1,2,12:23,2543,3,10,YKW,31,"Pass by Fujiwara (C), C., complete to Ash, R. for 5 yds. Tackle by Foster (R), D..",YKW,BAL,BAL,31,3,7
51,15,6,1,2,11:47,2507,4,4,YKW,25,"42 yard FG by Small, J. is good.",YKW,BAL,BAL,25,3,10
52,15,6,1,2,11:47,2507,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",YKW,BAL,BAL,25,3,10
53,15,6,2,2,11:47,2507,1,10,YKW,25,"Pass by Jack, C., complete to Z, D. for 6 yds. Tackle by Z, D..",YKW,BAL,YKW,75,3,10
54,15,6,2,2,11:09,2469,2,3,YKW,31,"Pass by Jack, C. to Rechs (R), Z. falls incomplete.",YKW,BAL,YKW,69,3,10
55,15,6,2,2,10:51,2451,3,3,YKW,31,"Pass by Jack, C., complete to Kross, C. for 6 yds. Tackle by Avery, E.. First Down!",YKW,BAL,YKW,69,3,10
56,15,6,2,2,10:05,2405,1,10,YKW,37,"Pass by Jack, C., complete to Rechs (R), Z. for 6 yds. Tackle by De Ville (C), D..",YKW,BAL,YKW,63,3,10
57,15,6,2,2,9:29,2369,2,3,YKW,44,"Rush by Z, D. for 0 yds. Tackle by Hole, M..",YKW,BAL,YKW,56,3,10
58,15,6,2,2,9:04,2344,3,4,YKW,43,"Pass by Jack, C., complete to Sakura (C), K. for 56 yds. TOUCHDOWN!  (Kokot (R) kick good)",YKW,BAL,YKW,57,10,10
