,gameID,S,teamID,Q,time,totTime,down,distance,side,yard,play,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,15,8,1,1,15:00,3600,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",YKW,BAL,BAL,25,0,0
1,15,8,2,1,15:00,3600,1,10,YKW,25,"Jack, C. is SACKED by Gary Goodman (R) - DE for -7 yds.",YKW,BAL,YKW,75,0,0
2,15,8,2,1,14:25,3565,2,17,YKW,18,"Pass by Jack, C. to Rechs (R), Z. was dropped! Incomplete.",YKW,BAL,YKW,82,0,0
3,15,8,2,1,13:54,3534,3,17,YKW,18,"Pass by Jack, C., complete to Sakura (C), K. for 37 yds. Tackle by Stackinpaper, B.. First Down!",YKW,BAL,YKW,82,0,0
4,15,8,2,1,12:58,3478,1,10,BAL,44,"Rush by Z, D. for -1 yds. Tackle by Kennedy, D..",YKW,BAL,YKW,44,0,0
5,15,8,2,1,12:30,3450,2,11,BAL,46,"Pass by Jack, C. to Rechs (R), Z. is incomplete. Broken up by Harris, C..",YKW,BAL,YKW,46,0,0
6,15,8,2,1,12:19,3439,3,11,BAL,46,"Pass by Jack, C., complete to Sakura (C), K. for 5 yds. Tackle by Stackinpaper, B..",YKW,BAL,YKW,46,0,0
7,15,8,2,1,11:44,3404,4,6,BAL,40,"Pass by Jack, C., complete to Sakura (C), K. for 8 yds. Tackle by Stackinpaper, B.. First Down!",YKW,BAL,YKW,40,0,0
8,15,8,2,1,11:03,3363,1,10,BAL,32,"Rush by Z, D. for 0 yds. Tackle by Green, W..",YKW,BAL,YKW,32,0,0
9,15,8,2,1,10:28,3328,2,10,BAL,32,"Pass by Jack, C., complete to Rechs (R), Z. for 2 yds. Tackle by Green, W..",YKW,BAL,YKW,32,0,0
10,15,8,2,1,9:49,3289,3,8,BAL,30,"Pass by Jack, C. to Sakura (C), K. falls incomplete.",YKW,BAL,YKW,30,0,0
11,15,8,2,1,9:26,3266,4,8,BAL,30,"Punt by Kokot (R), B. of 30 yards.  Touchback.",YKW,BAL,YKW,30,0,0
12,15,8,1,1,9:23,3263,1,10,BAL,25,"Yellowknife Penalty on Dookmarriot, L.: Neutral Zone Infraction.",YKW,BAL,BAL,75,0,0
13,15,8,1,1,9:23,3263,1,5,BAL,30,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 19 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,70,0,0
14,15,8,1,1,8:39,3219,1,10,BAL,49,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 15 yds. Tackle by Leonard, M.. First Down!",YKW,BAL,BAL,51,0,0
15,15,8,1,1,7:58,3178,1,10,YKW,35,"Pass by Fujiwara (C), C. to Brown (R), K. falls incomplete.",YKW,BAL,BAL,35,0,0
