Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Nkiah, J.",SAR,12,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Beat, N.",SAR,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mango-Panda, H.",SAR,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Edd, B.",SAR,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Richards, E.",SAR,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Dillmiballs, F.",SAR,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Karpaasi, M.",SAR,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",SAR,4,0,0,0/0,3,1,0,0,"[0, 0, 0]"
"Goku, S.",SAR,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Knight, L.",SAR,1,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"d'Alcott, R.",CHI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Shields, T.",CHI,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Harris, C.",CHI,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Smirh, J.",CHI,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Firestorm-Fjord, O.",CHI,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"MacAndrew, H.",CHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McCringleberry, H.",CHI,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Hockhertz, M.",CHI,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"VonPebbles, M.",CHI,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Brooks, D.",CHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Works, S.",CHI,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
