Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Nikko, G.",CHI,10,0,0,0,0,0,0,0,0,0,0,0,7,19
"Watkins, R.",CHI,9,0,0,1,0,0,0,1,0,0,0,0,7,19
"Hondo, A.",CHI,6,0,0,1,0,0,0,0,0,0,0,0,7,19
"Hockhertz, M.",CHI,5,1,1,1,0,0,0,0,0,0,0,0,7,19
"Bailey, Z.",CHI,4,0,0,1,1,0,0,0,0,0,0,0,7,19
"Henry, J.",CHI,3,0,0,0,0,0,0,0,0,0,0,0,7,19
"Leaf Jr., R.",CHI,3,1,1,0,0,0,0,0,0,0,0,0,7,19
"Rambo, J.",CHI,2,0,0,0,0,0,0,0,0,0,0,0,7,19
"Rice, J.",CHI,2,0,0,0,0,0,0,0,0,0,0,0,7,19
"Oats, S.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,7,19
"Saul, C.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,7,19
"Selich, A.",YKW,10,0,0,0,0,0,0,0,0,0,0,0,7,19
"Grithead, D.",YKW,7,0,1,0,0,0,0,0,0,0,0,0,7,19
"Lewis, L.",YKW,7,0,0,0,0,0,0,0,0,0,0,0,7,19
"Uchiha, L.",YKW,7,0,1,0,0,0,0,0,0,0,0,0,7,19
"Leonard, M.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,7,19
"Snuggles, J.",YKW,6,0,0,2,0,0,0,0,0,0,0,0,7,19
"Kroustis, G.",YKW,5,0,0,0,0,0,0,1,1,0,0,0,7,19
"Kearse, J.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,7,19
"Alexander, N.",YKW,1,1,0,0,0,0,0,0,0,0,0,0,7,19
"Smyles, L.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,7,19
"Virtanen, M.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,7,19
"Mushing, M.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,7,19
