Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Flash, X.",SJS,6,40,6.7,9,0,4,11
"Oles, K.",SJS,5,94,18.8,32,0,4,11
"Brannigan, Z.",SJS,4,35,8.8,14,1,4,11
"Canton, J.",SJS,2,20,10,17,0,4,11
"Weston, S.",SJS,2,15,7.5,9,0,4,11
"Orosz, C.",SJS,1,1,1,1,0,4,11
"McPoyal, G.",YKW,7,41,5.9,8,1,4,11
"Parker, J.",YKW,4,64,16,22,0,4,11
"Cook, B.",YKW,4,51,12.8,17,1,4,11
"Carrasco, T.",YKW,4,27,6.8,8,0,4,11
"Summer, A.",YKW,3,61,20.3,41,1,4,11
"Harris Jr., F.",YKW,2,19,9.5,14,0,4,11
"Lavelle, D.",YKW,1,9,9,9,0,4,11
"Gore, B.",YKW,1,0,0,0,0,4,11
