Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Scabbia, L.",CHI,4,89,22.2,35,1,11,25
"Gelbman, T.",CHI,4,37,9.2,20,0,11,25
"O'Leary, S.",CHI,3,32,10.7,12,0,11,25
"Rodriguez, B.",CHI,3,17,5.7,6,0,11,25
"Tirtawidjaja, J.",CHI,3,15,5,6,1,11,25
"Yoda, B.",CHI,2,14,7,12,0,11,25
"Oberwald, G.",CHI,1,16,16,16,0,11,25
"Vuxta, R.",PHI,6,75,12.5,35,0,11,25
"Blocksdale Jr., A.",PHI,4,44,11,19,0,11,25
"Dotson, F.",PHI,3,20,6.7,10,0,11,25
"Panda, F.",PHI,2,38,19,31,0,11,25
"Chambers, K.",PHI,2,15,7.5,9,0,11,25
"Arrabiata, D.",PHI,2,13,6.5,8,0,11,25
"Torenson, S.",PHI,2,11,5.5,6,0,11,25
"Rogers, C.",PHI,1,1,1,1,0,11,25
