Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Ludvig, O.",COL,3,23,0,0,9,9
"Windchesthair, A.",COL,1,15,10,0,9,9
"Down, D.",COL,1,5,3,1,9,9
"Tillman, M.",COL,1,5,0,0,9,9
"Bastard, F.",COL,0,0,3,0,9,9
"Knuckler, B.",COL,0,0,3,0,9,9
"Vibrations, F.",COL,0,0,2,0,9,9
"Cox, J.",COL,0,0,1,0,9,9
"LeClair, A.",BAL,1,5,0,0,9,9
"Rove, C.",BAL,1,15,0,0,9,9
"Willie, T.",BAL,1,5,0,0,9,9
"Jeremy, R.",BAL,0,0,7,1,9,9
"L'Alto, V.",BAL,0,0,4,0,9,9
"Steele, R.",BAL,0,0,4,0,9,9
"Star, L.",BAL,0,0,2,0,9,9
"Taylor, O.",BAL,0,0,1,0,9,9
"Grey, S.",BAL,0,0,0,1,9,9
