Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Reed, A.",OCO,1,10,1,0,10,19
"Wokkenfuss, G.",OCO,1,15,1,0,10,19
"Abernathy, K.",OCO,1,5,0,0,10,19
"Shady, S.",OCO,1,10,0,0,10,19
"Tony, P.",OCO,0,0,6,0,10,19
"Harrison, H.",OCO,0,0,5,0,10,19
"Pak, Y.",OCO,0,0,5,0,10,19
"Johns, A.",OCO,0,0,4,0,10,19
"Blaze, J.",OCO,0,0,3,0,10,19
"Pitcher, A.",OCO,0,0,2,0,10,19
"Hayes, R.",PHI,1,5,2,0,10,19
"Harding, J.",PHI,1,5,0,0,10,19
"Little IV, S.",PHI,1,5,0,0,10,19
"Tyler, J.",PHI,0,0,5,0,10,19
"Van Buren, M.",PHI,0,0,4,0,10,19
"Arthur, C.",PHI,0,0,3,0,10,19
"Torenson, S.",PHI,0,0,3,0,10,19
"Dotson, F.",PHI,0,0,2,0,10,19
"Fillmore, M.",PHI,0,0,1,0,10,19
"Hank, F.",PHI,0,0,1,0,10,19
"Zephyrous, S.",PHI,0,0,0,1,10,19
