Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Berry, M.",COL,10,0,1,0,0,0,0,0,0,0,0,0,1,20
"Gabagool, T.",COL,10,0,1,0,0,0,0,0,0,0,0,0,1,20
"Lejune, L.",COL,8,0,0,0,0,0,0,0,0,0,0,0,1,20
"Parker, P.",COL,6,0,0,0,0,0,0,0,0,0,0,0,1,20
"Purchase, L.",COL,5,0,0,1,0,0,0,0,0,0,0,0,1,20
"Hornbacher, A.",COL,4,0,0,3,1,0,0,0,0,0,0,0,1,20
"Thumper, B.",COL,4,0,2,0,0,0,0,0,0,0,0,0,1,20
"Ocewilder, S.",COL,3,1,1,0,0,0,0,0,0,0,0,0,1,20
"Sinclair, Q.",COL,2,0,0,1,0,0,0,0,0,0,0,0,1,20
"Bacon, T.",COL,1,0,0,0,0,0,0,0,0,0,0,0,1,20
"Kroustis, G.",YKW,7,0,1,0,0,0,0,0,0,0,0,0,1,20
"Lewis, L.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,1,20
"Snuggles, J.",YKW,6,0,0,1,0,0,0,0,0,0,0,0,1,20
"Virtanen, M.",YKW,5,0,0,1,0,0,0,0,0,0,0,0,1,20
"Grithead, D.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,1,20
"Leonard, M.",YKW,4,0,0,3,0,0,0,0,0,0,0,0,1,20
"Selich, A.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,1,20
"Kearse, J.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,1,20
"Maulolo, C.",YKW,2,1,0,0,0,0,0,0,0,0,0,0,1,20
"Smyles, L.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,1,20
"Alexander, N.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,1,20
