Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bayley, B.",SJS,2,20,0,0,6,3
"Yates, J.",SJS,1,5,4,0,6,3
"de Ligt, A.",SJS,1,5,0,0,6,3
"Brownce, B.",SJS,0,0,5,0,6,3
"Tech, G.",SJS,0,0,4,0,6,3
"Bottles, B.",SJS,0,0,3,0,6,3
"Sharpei, V.",SJS,0,0,3,0,6,3
"Sharp, B.",SJS,0,0,2,2,6,3
"Durden, J.",SJS,0,0,2,0,6,3
"Diaz, D.",SJS,0,0,0,1,6,3
"Lee, B.",BAL,2,10,4,0,6,3
"Farlane, D.",BAL,1,5,1,1,6,3
"Reyes, R.",BAL,1,10,0,0,6,3
"Sandoval, R.",BAL,1,10,0,0,6,3
"Taylor, O.",BAL,1,5,0,0,6,3
"Wright, J.",BAL,1,5,0,0,6,3
"Koch, D.",BAL,0,0,6,1,6,3
"Andres, J.",BAL,0,0,4,1,6,3
"Blocksdale, A.",BAL,0,0,3,0,6,3
"Danvers, J.",BAL,0,0,1,0,6,3
