Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Unk, J.",AZ,1,15,3,0,5,18
"Shady, S.",AZ,1,5,0,1,5,18
"Arbage, G.",AZ,0,0,4,0,5,18
"Aste, W.",AZ,0,0,3,0,5,18
"Irving, J.",AZ,0,0,3,0,5,18
"Ebris, D.",AZ,0,0,2,0,5,18
"Rash, T.",AZ,0,0,2,0,5,18
"Goomba, M.",AZ,0,0,1,0,5,18
"Johnson, R.",SJS,3,15,6,0,5,18
"Justice, T.",SJS,1,5,0,0,5,18
"Pest, T.",SJS,0,0,8,1,5,18
"Olsen, C.",SJS,0,0,4,0,5,18
"Pancake, P.",SJS,0,0,4,0,5,18
"Lee, B.",SJS,0,0,3,1,5,18
"Bot, B.",SJS,0,0,3,0,5,18
"Dodggy, B.",SJS,0,0,3,0,5,18
"Orosz, C.",SJS,0,0,3,0,5,18
"Toriki, M.",SJS,0,0,1,0,5,18
