Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Gabagool, T.",COL,10,1,1,0,0,0,0,0,0,0,0,0,10,15
"Berry, M.",COL,9,0,0,0,0,0,0,0,0,0,0,0,10,15
"Sinclair, Q.",COL,9,0,0,0,0,0,0,0,0,0,0,0,10,15
"Lejune, L.",COL,7,0,0,2,1,0,0,0,0,0,0,0,10,15
"McCoy, C.",COL,5,0,0,2,0,0,0,0,0,0,0,0,10,15
"Ludvig, O.",COL,4,0,0,1,0,0,0,0,0,0,0,0,10,15
"Sachs, J.",COL,4,2,0,0,0,0,0,0,0,0,0,0,10,15
"Crane, F.",COL,3,1,0,0,0,0,0,0,0,0,0,0,10,15
"Marrett, O.",COL,2,0,1,0,0,0,0,0,0,0,0,0,10,15
"McBrain, S.",COL,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Montgomery, B.",COL,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Deringer, K.",SJS,10,0,0,1,0,0,0,0,0,0,0,0,10,15
"Pennington, C.",SJS,9,0,0,0,0,0,0,0,0,0,0,0,10,15
"Tuck, J.",SJS,7,0,0,0,0,0,0,0,0,0,0,0,10,15
"Pennington, T.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,10,15
"Staley, T.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,10,15
"Troyski, X.",SJS,3,0,0,1,0,0,0,0,0,0,0,0,10,15
"Castle, S.",SJS,2,0,0,3,0,0,0,0,0,0,0,0,10,15
"Poopsie, D.",SJS,2,1,0,0,0,0,0,0,0,0,0,0,10,15
"Riposte, F.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,10,15
"Sackerman, F.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,10,15
