Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Tackle, L.",COL,0,0,8,0,14,13
"Guard, L.",COL,0,0,7,0,14,13
"Guard, R.",COL,0,0,3,0,14,13
"L'Alto, V.",COL,0,0,2,0,14,13
"Cansino, D.",COL,0,0,1,0,14,13
"Centre, S.",COL,0,0,1,0,14,13
"Chipmunk, A.",COL,0,0,1,0,14,13
"Grau, M.",COL,0,0,1,0,14,13
"Tackle, R.",COL,0,0,1,0,14,13
"Amper, T.",YKW,1,10,5,0,14,13
"Pooky, S.",YKW,1,5,5,0,14,13
"Mushing, M.",YKW,1,5,2,0,14,13
"Skinner, Z.",YKW,1,5,0,0,14,13
"Rchon, A.",YKW,0,0,8,1,14,13
"Ones, B.",YKW,0,0,5,0,14,13
"Pitcher, A.",YKW,0,0,2,0,14,13
"Wizardry, D.",YKW,0,0,1,1,14,13
