Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bot, S.",LV,1,5,3,0,4,4
"LeClair, A.",LV,1,15,0,0,4,4
"Samurai, B.",LV,0,0,7,0,4,4
"Khan, S.",LV,0,0,6,0,4,4
"Gomez, S.",LV,0,0,4,0,4,4
"Larsendorf, R.",LV,0,0,2,0,4,4
"Tanner, C.",LV,0,0,2,0,4,4
"Tenzini, G.",LV,0,0,1,0,4,4
"Hendrix, K.",COL,2,15,0,0,4,4
"Sphincter, A.",COL,1,10,7,1,4,4
"Two, B.",COL,1,15,6,0,4,4
"Four, B.",COL,1,5,4,0,4,4
"Newman, M.",COL,1,5,2,0,4,4
"Boggs, B.",COL,1,15,0,0,4,4
"Erikson, V.",COL,1,10,0,0,4,4
"Krimlaw, A.",COL,1,5,0,0,4,4
"West, D.",COL,1,5,0,0,4,4
"Three, B.",COL,0,0,5,0,4,4
"Joyce, S.",COL,0,0,2,0,4,4
"One, B.",COL,0,0,2,0,4,4
"Tweed, B.",COL,0,0,2,0,4,4
