Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"DiMirio, P.",NO,9,107,11.9,26,1,6,10
"Law, C.",NO,6,130,21.7,28,0,6,10
"LeClair, A.",NO,4,51,12.8,31,1,6,10
"Smallwood, D.",NO,4,35,8.8,19,1,6,10
"Savea, A.",NO,4,33,8.2,16,0,6,10
"Jackson, M.",NO,2,20,10,11,0,6,10
"Brannigan, Z.",SJS,6,38,6.3,9,0,6,10
"Oles, K.",SJS,4,56,14,19,0,6,10
"Flash, X.",SJS,4,55,13.8,31,0,6,10
"Weston, S.",SJS,3,28,9.3,11,0,6,10
"Lagerfield, E.",SJS,3,10,3.3,6,0,6,10
"Riddick, D.",SJS,2,9,4.5,5,0,6,10
"Tuck Jr., T.",SJS,1,1,1,1,0,6,10
