Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Newman, M.",COL,1,5,1,0,3,3
"Rodriguez, R.",COL,1,10,1,0,3,3
"McNoodle, M.",COL,1,5,0,0,3,3
"Skidmarks, S.",COL,1,10,0,0,3,3
"Finkenlarkin, S.",COL,0,0,6,0,3,3
"Sandoval, A.",COL,0,0,4,1,3,3
"Rodriguez, B.",COL,0,0,3,1,3,3
"Joyce, S.",COL,0,0,1,0,3,3
"Longshaw, B.",COL,0,0,0,1,3,3
"Harrison, S.",BAL,2,10,0,0,3,3
"Robinson, M.",BAL,1,4,2,0,3,3
"Farlane, D.",BAL,1,15,0,1,3,3
"Turner, D.",BAL,1,5,0,0,3,3
"Valentine, V.",BAL,1,15,0,0,3,3
"Vincent, M.",BAL,1,10,0,0,3,3
"Willie, T.",BAL,1,5,0,0,3,3
"Lee, B.",BAL,0,0,5,0,3,3
"Danvers, J.",BAL,0,0,2,0,3,3
"Koch, D.",BAL,0,0,1,1,3,3
"Blocksdale, A.",BAL,0,0,1,0,3,3
"Sanderson, J.",BAL,0,0,1,0,3,3
