Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dinkley, V.",HON,1,5,2,0,7,25
"Hex, T.",HON,1,10,0,0,7,25
"Jeffrey, T.",HON,1,5,0,0,7,25
"Jones, F.",HON,0,0,9,0,7,25
"Rogers, S.",HON,0,0,5,0,7,25
"Blake, D.",HON,0,0,3,0,7,25
"Doo, S.",HON,0,0,2,0,7,25
"Kane-Maika'i, K.",HON,0,0,1,0,7,25
"Ayers, N.",HON,0,0,0,1,7,25
"Iridian, G.",OCO,1,5,5,0,7,25
"Phillips, J.",OCO,1,5,3,0,7,25
"Harrison, H.",OCO,0,0,8,1,7,25
"Mo, N.",OCO,0,0,7,0,7,25
"Pak, Y.",OCO,0,0,3,0,7,25
"McZeal, K.",OCO,0,0,1,0,7,25
"Nakamura, T.",OCO,0,0,1,0,7,25
