Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Light, B.",NO,7,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Hexagon, L.",NO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Blaylock, M.",NO,4,0,1,1/1,1,1,0,0,0/0/0,1,0,0,0,14,25
"Rikiya, M.",NO,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Button, Q.",NO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Ranger, A.",NO,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Simwell, L.",NO,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Toblerone, M.",NO,3,3,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Witten, A.",NO,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Bode, Q.",NO,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Dissector, U.",NO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Rector, D.",NO,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Kackpoo, H.",HON,12,1,1,0/0,2,1,0,0,0/0/0,0,0,0,0,14,25
"Lavigne, D.",HON,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Rucker, R.",HON,8,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Dawkins, S.",HON,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Edd, B.",HON,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Fields, G.",HON,5,0,0,0/0,1,0,0,0,1/0/0,0,1,0,0,14,25
"Jackson, R.",HON,5,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,14,25
"Ka'ana'ana, B.",HON,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Jeffrey, T.",HON,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Thornton, B.",HON,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Waters, J.",HON,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Montain, A.",HON,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
