Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Wozniak, J.",SJS,1,15,0,0,9,21
"Johnson, R.",SJS,0,0,5,0,9,21
"Pest, T.",SJS,0,0,4,1,9,21
"Pancake, P.",SJS,0,0,3,1,9,21
"Lee, B.",SJS,0,0,3,0,9,21
"Bot, B.",SJS,0,0,1,0,9,21
"Cardrissian, R.",SJS,0,0,1,0,9,21
"Dodggy, B.",SJS,0,0,1,0,9,21
"Lazer-Eyes, G.",OCO,2,20,0,0,9,21
"Iridian, G.",OCO,1,5,2,0,9,21
"Wokkenfuss, G.",OCO,1,5,2,0,9,21
"Bigby, L.",OCO,1,5,0,0,9,21
"Boucher, B.",OCO,1,15,0,0,9,21
"Ginsberg, D.",OCO,1,15,0,0,9,21
"Vegeta, P.",OCO,1,15,0,0,9,21
"Pak, Y.",OCO,0,0,2,0,9,21
