Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Flash, X.",SJS,5,42,8.4,13,0,3,10
"Weston, S.",SJS,4,43,10.8,24,0,3,10
"Oles, K.",SJS,3,62,20.7,47,0,3,10
"Brannigan, Z.",SJS,3,20,6.7,10,0,3,10
"Lagerfield, E.",SJS,2,10,5,6,0,3,10
"Riddick, D.",SJS,1,6,6,6,0,3,10
"Tuck Jr., T.",SJS,1,4,4,4,0,3,10
"Miller, H.",COL,6,115,19.2,50,1,3,10
"Chipmunk, A.",COL,6,47,7.8,18,0,3,10
"North, F.",COL,5,134,26.8,80,0,3,10
"Aaron, D.",COL,5,103,20.6,32,0,3,10
"Grau, M.",COL,4,16,4,6,0,3,10
"Nyquist, W.",COL,2,12,6,8,0,3,10
