Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Fisher, G.",SJS,9,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Brackenridge, T.",SJS,8,0,1,0/0,1,1,0,0,0/0/0,0,0,0,0,15,25
"Hilliard, R.",SJS,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Stein, P.",SJS,7,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Vaughne, R.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Allen, O.",SJS,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Bass, L.",SJS,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Cloudera, Y.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Crowder, R.",SJS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Lanier, B.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"PickSix, H.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Porter, G.",AUS,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Bowie, M.",AUS,7,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Mendoza, C.",AUS,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Arianlacher, M.",AUS,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,15,25
"Egghands, T.",AUS,6,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Lavelle Jr., D.",AUS,5,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,15,25
"Claxton, S.",AUS,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Crooks, L.",AUS,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,15,25
"Isbest, C.",AUS,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"MacGregor, G.",AUS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Montain, T.",AUS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
