Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Vuxta, R.",PHI,7,63,9,18,0,5,24
"Panda, F.",PHI,4,37,9.2,20,1,5,24
"Arrabiata, D.",PHI,2,21,10.5,17,0,5,24
"Blocksdale Jr., A.",PHI,2,19,9.5,10,0,5,24
"Varga, N.",PHI,2,16,8,11,0,5,24
"Torenson, S.",PHI,2,8,4,6,0,5,24
"Dotson, F.",PHI,2,4,2,3,0,5,24
"Lim, W.",COL,3,62,20.7,39,0,5,24
"Bumper, T.",COL,2,31,15.5,31,0,5,24
"Jenkins, L.",COL,2,13,6.5,7,0,5,24
"Sauce, E.",COL,2,10,5,7,0,5,24
"Gilbert, R.",COL,2,9,4.5,5,0,5,24
"Owens, A.",COL,1,7,7,7,1,5,24
"Kingston, J.",COL,1,4,4,4,0,5,24
