Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Centre, S.",COL,1,5,5,0,12,20
"McMahon, J.",COL,1,10,0,0,12,20
"Guard, L.",COL,0,0,9,0,12,20
"Tackle, R.",COL,0,0,6,1,12,20
"Guard, R.",COL,0,0,5,0,12,20
"Tackle, L.",COL,0,0,5,0,12,20
"Vincent, M.",COL,0,0,2,0,12,20
"Arbage, G.",AZ,1,10,3,0,12,20
"Allan, C.",AZ,1,15,0,0,12,20
"Donut, S.",AZ,1,5,0,0,12,20
"Morris, R.",AZ,1,5,0,0,12,20
"Watkins, R.",AZ,1,5,0,0,12,20
"Chungus, M.",AZ,0,0,8,1,12,20
"Unk, J.",AZ,0,0,7,0,12,20
"Block, T.",AZ,0,0,4,0,12,20
"Bakhtiari, S.",AZ,0,0,3,2,12,20
"Ruff, R.",AZ,0,0,2,0,12,20
"Ebris, D.",AZ,0,0,1,0,12,20
"Irving, J.",AZ,0,0,1,0,12,20
