Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Leonard, M.",YKW,1,5,0,0,8,20
"Ones, B.",YKW,0,0,6,0,8,20
"Pooky, S.",YKW,0,0,4,0,8,20
"Mushing, M.",YKW,0,0,2,0,8,20
"Rchonsucks, A.",YKW,0,0,2,0,8,20
"Amper, T.",YKW,0,0,1,1,8,20
"Drake, O.",YKW,0,0,1,0,8,20
"Hanyadi, M.",YKW,0,0,1,0,8,20
"Vincent, M.",COL,2,20,2,1,8,20
"Tackle, R.",COL,1,15,5,0,8,20
"Bacon, T.",COL,1,2,0,0,8,20
"Centre, S.",COL,1,15,0,0,8,20
"Lejune, L.",COL,1,5,0,0,8,20
"Parker, P.",COL,1,5,0,0,8,20
"Guard, R.",COL,0,0,5,0,8,20
"King, A.",COL,0,0,4,0,8,20
"Tackle, L.",COL,0,0,4,0,8,20
"Guard, L.",COL,0,0,1,0,8,20
