Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Sunnycursed, N.",OCO,6,118,19.7,40,2,8,15
"Blaze, J.",OCO,5,60,12,27,0,8,15
"McPoyal, G.",OCO,4,17,4.2,6,0,8,15
"Crush, C.",OCO,3,41,13.7,22,0,8,15
"Anoa'i, D.",OCO,2,31,15.5,25,0,8,15
"Zephyrous, S.",OCO,2,17,8.5,10,0,8,15
"Oles, K.",SJS,5,84,16.8,37,2,8,15
"Olsen, C.",SJS,4,24,6,11,0,8,15
"Flash, X.",SJS,3,20,6.7,9,0,8,15
"Wright, D.",SJS,2,35,17.5,18,0,8,15
"Justice, T.",SJS,1,11,11,11,0,8,15
"Davenport, C.",SJS,1,4,4,4,0,8,15
"Orosz, C.",SJS,1,2,2,2,0,8,15
