Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Steele, R.",BAL,1,5,6,0,2,18
"Bigby, L.",BAL,1,10,1,0,2,18
"Baldari, F.",BAL,1,5,0,0,2,18
"Diggler, D.",BAL,0,0,14,0,2,18
"Jeremy, R.",BAL,0,0,7,0,2,18
"Grey, S.",BAL,0,0,2,0,2,18
"L'Alto, V.",BAL,0,0,1,0,2,18
"Pancakes, P.",BAL,0,0,1,0,2,18
"Star, L.",BAL,0,0,1,0,2,18
"Trevor, C.",BAL,0,0,1,0,2,18
"Centre, S.",COL,1,5,3,0,2,18
"Ocewilder, S.",COL,1,15,0,0,2,18
"Sachs, J.",COL,1,8,0,0,2,18
"Thumper, B.",COL,1,5,0,0,2,18
"Tackle, L.",COL,0,0,5,0,2,18
"Guard, L.",COL,0,0,3,0,2,18
"Guard, R.",COL,0,0,2,0,2,18
"Tackle, R.",COL,0,0,2,0,2,18
"Vincent, M.",COL,0,0,1,1,2,18
"Taffy, T.",COL,0,0,1,0,2,18
