Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Gucci, R.",COL,1,15,1,0,4,2
"Austin, S.",COL,1,5,0,0,4,2
"Bot, B.",COL,1,10,0,0,4,2
"Law, D.",COL,1,5,0,0,4,2
"Wozy, F.",COL,1,5,0,0,4,2
"Tech, G.",COL,0,0,3,0,4,2
"Forthward, B.",COL,0,0,2,0,4,2
"Rodriguez, B.",COL,0,0,1,3,4,2
"Robicheaux, D.",COL,0,0,1,2,4,2
"Sandoval, A.",COL,0,0,1,1,4,2
"Tweed, B.",COL,0,0,1,1,4,2
"Worthy, G.",ARI,2,10,5,1,4,2
"Pierce, L.",ARI,2,20,0,0,4,2
"Pest, T.",ARI,1,15,4,0,4,2
"Bronko, K.",ARI,1,10,0,0,4,2
"Dam, D.",ARI,1,5,0,0,4,2
"Mackworthy, R.",ARI,1,10,0,0,4,2
"Rashad, I.",ARI,1,5,0,0,4,2
"Timlin, S.",ARI,0,0,5,0,4,2
"Thomas, A.",ARI,0,0,3,0,4,2
"MacManus, C.",ARI,0,0,2,0,4,2
"Brownce, B.",ARI,0,0,1,0,4,2
"Tkachuk, J.",ARI,0,0,1,0,4,2
