Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Thruster, D.",COL,1,5,1,0,6,24
"Owens, A.",COL,1,5,0,0,6,24
"Sanchez, I.",COL,1,5,0,0,6,24
"Guard, L.",COL,0,0,5,0,6,24
"Centre, S.",COL,0,0,3,0,6,24
"Gilbert, R.",COL,0,0,3,0,6,24
"Guard, R.",COL,0,0,1,0,6,24
"Magic, M.",COL,0,0,1,0,6,24
"Sauce, E.",COL,0,0,1,0,6,24
"Quail, D.",OCO,0,0,9,0,6,24
"Johns, A.",OCO,0,0,5,0,6,24
"Pak, Y.",OCO,0,0,5,0,6,24
"Phillips, J.",OCO,0,0,4,1,6,24
"Iridian, G.",OCO,0,0,3,0,6,24
"Harrison, H.",OCO,0,0,1,0,6,24
"Nakamura, T.",OCO,0,0,0,1,6,24
