Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Kingston, J.",COL,3,57,19,30,0,6,24
"Jenkins, L.",COL,3,50,16.7,32,0,6,24
"Lim, W.",COL,3,29,9.7,12,0,6,24
"Gilbert, R.",COL,2,13,6.5,10,0,6,24
"Bumper, T.",COL,2,6,3,4,0,6,24
"Owens, A.",COL,1,3,3,3,0,6,24
"Sauce, E.",COL,1,3,3,3,0,6,24
"Phillips, J.",OCO,6,87,14.5,31,0,6,24
"George, D.",OCO,5,33,6.6,17,0,6,24
"Despacito Jr., G.",OCO,4,38,9.5,17,0,6,24
"Nakamura, T.",OCO,4,18,4.5,9,0,6,24
"Trunks, F.",OCO,3,38,12.7,16,0,6,24
"Mongo, H.",OCO,2,5,2.5,3,0,6,24
