Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Hayes, V.",CHI,9,1,1,0/0,0,0,1,0,0/0/0,0,0,0,0,12,25
"Hockhertz, M.",CHI,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,12,25
"Domine, J.",CHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"d'Alcott, R.",CHI,5,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,12,25
"Smirh, J.",CHI,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"MacAndrew, H.",CHI,4,0,0,1/0,1,1,0,0,0/0/0,0,0,0,0,12,25
"Shields, T.",CHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Brooks, D.",CHI,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Eller, A.",CHI,3,2,0,0/0,0,0,1,0,0/0/0,0,0,0,0,12,25
"Firestorm-Fjord, O.",CHI,3,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Oles JR, T.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Jones, S.",BER,11,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,12,25
"Schell, A.",BER,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Richards, E.",BER,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Krause, M.",BER,5,0,0,0/0,2,1,0,1,0/0/0,0,0,0,0,12,25
"Miller II, C.",BER,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Vassallo, S.",BER,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Blanco, B.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"McCringleberry, H.",BER,3,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Quinn, A.",BER,3,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,12,25
"Steel, H.",BER,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"VonPebbles, M.",BER,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Kaepercolin, N.",BER,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,12,25
