Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Kane, M.",YKW,12,3,1,0/0,0,0,0,0,"[0, 0, 0]"
"Pennington, C.",YKW,10,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, C.",YKW,7,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hardrool, C.",YKW,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Maddox, R.",YKW,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",YKW,5,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Hendrix, M.",YKW,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Tuck, J.",YKW,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tweed, B.",YKW,4,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"Skinner, Z.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hendrix, K.",BAL,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Asipi Jr., A.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fletcher, G.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Goodson, N.",BAL,3,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Gambino, C.",BAL,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
