Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Fassingit, H.",AUS,1,5,3,0,3,23
"Claxton, S.",AUS,1,15,0,0,3,23
"Beaver-Dantes, E.",AUS,0,0,4,0,3,23
"Mendonca, M.",AUS,0,0,2,0,3,23
"Saurus, S.",AUS,0,0,2,0,3,23
"Jones, K.",AUS,0,0,1,0,3,23
"Saurus, B.",AUS,0,0,1,0,3,23
"Johns, A.",OCO,1,15,7,0,3,23
"Phillips, J.",OCO,1,10,1,0,3,23
"Biggums, T.",OCO,1,15,0,0,3,23
"Skarsgard, T.",OCO,1,5,0,0,3,23
"Quail, D.",OCO,0,0,7,0,3,23
"Pak, Y.",OCO,0,0,6,0,3,23
"George, D.",OCO,0,0,3,0,3,23
"Iridian, G.",OCO,0,0,3,0,3,23
"Harrison, H.",OCO,0,0,2,1,3,23
