Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Verns, D.",OCO,9,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,8,1,1,0/0,2,0,0,0,"[0, 0, 0]"
"Petrakis, A.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Boom, J.",OCO,4,1,1,1/1,0,0,0,0,"[0, 0, 0]"
"Kronen, R.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",OCO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,2,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Tomlinson, A.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, W.",YKW,11,0,0,0/1,1,1,0,0,"[0, 0, 0]"
"Tiernan, L.",YKW,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hardrool, C.",YKW,6,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Kane, M.",YKW,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Floggity, J.",YKW,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Shelton, L.",YKW,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Gustavsson, E.",YKW,3,1,1,1/0,0,0,0,0,"[0, 0, 0]"
"Bj̦rnsson, B.",YKW,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Maddox, R.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
